DATAFLOW,FREQ: Frequency,COUNTRY: Country,REGION: Tourist region,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_COUNTRY_2: Note Country 2,NOTE_COUNTRY_1: Note Country 1,NOTE_REGION_2: Note Region 2,NOTE_REGION_1: Note Region 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2014,2.001365546,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2015,1.83190128,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2016,2.014212792,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2017,2.074678112,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2018,2.084269663,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2019,1.983313768,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2020,1.659603369,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R02: Centre,2021,1.993217876,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2011,3.424954792,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2012,2.548387097,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2013,3.71875,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2014,4.388888889,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2015,3.393548387,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2016,2.541353383,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2017,3.643478261,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2018,5.156626506,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2019,3.34375,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2020,3.123142251,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL06: Other european countries,R06: Mullerthal,2021,1.475,,1: One,"SL37: EU, EFTA countries, Russia, Turkey and Ukraine not included.",,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2011,1.724505327,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2012,1.522067364,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2013,1.58337773,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2014,1.483990719,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2015,1.60031348,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2016,1.714205186,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2017,1.711560045,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2018,1.76664425,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2019,1.793629728,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2020,1.610142631,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SL02: EFTA countries,R08: Southern region,2021,1.799333888,,1: One,SL30: European Free Trade Association,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2011,2.24340176,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2012,2.202457578,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2013,2.170458855,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2014,2.274451273,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2015,2.09073853,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2016,2.003809524,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2017,2.415945903,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2018,2.563405502,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2019,2.549506635,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2020,2.409205726,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R05: Ardennes,2021,2.549506635,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2011,1.391304348,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2012,2.0125,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2013,2.091463415,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2014,2.177777778,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2015,2.628099174,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2016,1.992537313,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2017,2.162162162,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2018,2.11637931,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2019,2.252808989,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2020,1.181818182,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL08: Central America and South America,R05: Ardennes,2021,1.678571429,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2011,2.44,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2012,1.883333333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2013,5.35483871,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2014,4.539325843,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2015,1.777777778,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2016,2.266666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2017,3.927272727,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2018,5.707317073,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2019,3.066666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2020,3.153846154,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL14: Hungary,R05: Ardennes,2021,3.066666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2011,2.695121951,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2012,2.143112701,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2013,1.892156863,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2014,1.799307958,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2015,1.813308688,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2016,2.056466302,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2017,1.913439636,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2018,2.005277045,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2019,2.452282158,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2020,1.813131313,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R08: Southern region,2021,2.452282158,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2011,2.160634264,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2012,2.335867312,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2013,2.11407767,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2014,2.261639344,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2015,2.458108108,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2016,2.404905025,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2017,2.648129165,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2018,2.618118653,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2019,2.38488228,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2020,2.279274005,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R06: Mullerthal,2021,2.38488228,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2011,1.445692884,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2012,1.360313316,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2013,1.345360825,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2014,1.370262391,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2015,1.559463987,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2016,1.504983389,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2017,1.578217822,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2018,1.608225108,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2019,1.510729614,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2020,1.255605381,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL08: Denmark,R08: Southern region,2021,1.510729614,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2011,5.69047619,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2012,1.869565217,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2013,2.142857143,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2014,5.025,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2015,2.269230769,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2016,5.081632653,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2017,4,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2018,3.088235294,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2019,4.45,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2020,2.692307692,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R07: Moselle,2021,4.45,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2011,2.578030303,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2012,2.768292683,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2013,2.989322843,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2014,2.940184049,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2015,3.029069767,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2016,3.041039966,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2017,3.057210199,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2018,3.211297474,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2019,3.063735842,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2020,,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL25: United Kingdom,R05: Ardennes,2021,,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2011,3.142857143,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2012,1,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2013,1.307692308,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2014,2.181818182,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2015,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2016,1.166666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2017,1.333333333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2018,4,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2019,1.75,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2020,4,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL29: Iceland,R05: Ardennes,2021,1.75,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2011,1.77540107,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2012,1.59245283,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2013,1.724637681,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2014,2.532051282,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2015,1.445783133,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2016,1.772925764,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2017,1.602620087,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2018,2.898734177,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2019,3.15,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2020,3.120967742,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R07: Moselle,2021,3.15,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2011,1.881889764,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2012,3.727891156,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2013,2.380165289,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2014,3.898734177,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2015,3.877777778,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2016,2.259259259,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2017,2.959459459,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2018,2.771428571,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2019,1.736363636,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2020,1.481481481,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL23: Czech Republic,R06: Mullerthal,2021,1.736363636,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2011,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2012,1.823529412,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2013,2.529411765,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2014,2.26,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2015,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2016,1.764705882,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2017,2.678571429,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2018,1.777777778,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2019,2.107142857,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2020,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL19: Malta,R08: Southern region,2021,2.107142857,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2011,2.31008,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2012,2.429003783,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2013,2.442565009,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2014,2.231947484,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2015,2.263127413,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2016,2.357189901,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2017,2.44316613,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2018,2.442575558,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2019,2.239090188,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2020,1.930728242,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL35: Canada,R02: Centre,2021,2.239090188,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2011,2.64333782,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2012,1.96369073,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2013,1.79705401,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2014,1.478039681,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2015,1.38777533,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2016,1.427023945,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2017,1.515704815,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2018,1.57336896,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2019,1.461734411,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2020,1.465064103,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R02: Centre,2021,1.551348866,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2011,1.951484432,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2012,1.904482226,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2013,2.040895813,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2014,1.932763197,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2015,1.737856389,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2016,2.290496454,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2017,2.334509112,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2018,2.41111809,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2019,2.23100304,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2020,1.84057971,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL40: of which: Australia,R01: Total,2021,2.23100304,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2011,1.611778056,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2012,1.596130379,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2013,1.685495211,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2014,1.666254986,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2015,1.601103494,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2016,1.627331373,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2017,1.65342659,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2018,1.594672797,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2019,1.565398473,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2020,1.552364308,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R02: Centre,2021,1.565398473,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2011,2.50802139,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2012,2.257408975,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2013,2.468312757,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2014,2.641828428,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2015,2.544877607,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2016,2.724177072,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2017,2.845203061,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2018,2.748618785,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2019,2.679362881,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2020,2.140485313,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R01: Total,2021,2.679362881,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2011,2.299603175,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2012,2.017013233,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2013,2.419296664,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2014,1.841536615,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2015,1.914715719,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2016,1.987128713,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2017,2.073102156,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R02: Centre,2018,2.134490239,,1: One,,,,,,
