DATAFLOW,PRICE: Price,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_QUARTER_2: Note quarter 2,NOTE_QUARTER_1: Note quarter 1,NOTE_PRICE_2: Note Price 2,NOTE_PRICE_1: Note Price 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2013,1.335,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2013-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2013-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2013-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2013-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2014,1.28425,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2014-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2014-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2014-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2014-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2015,1.174,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2015-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2015-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2015-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2015-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2016,1.093,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2016-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2016-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2016-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2016-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2017,1.161,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2017-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2017-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2017-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2017-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2018,1.218,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2018-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2018-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2018-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2018-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2019,1.275,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2019-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2019-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2019-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2019-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2020,1.075,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2020-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2020-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2020-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2020-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2021,1.328,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2021-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2021-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2021-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2021-Q4,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2022,1.677,,,,,,3: Three
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2022-Q1,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2022-Q2,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2022-Q3,,,,,,,
LU1:DF_A4504(1.0),SL03: Price with taxes and excises,A: Annual,2022-Q4,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2007,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2007-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2007-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2007-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2007-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2008,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2008-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2008-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2008-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2008-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2009,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2009-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2009-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2009-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2009-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2010,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2010-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2010-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2010-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2010-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2011,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2011-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2011-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2011-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2011-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2012,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2012-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2012-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2012-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2012-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2013,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2013-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2013-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2013-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2013-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2014,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2014-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2014-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2014-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2014-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2015,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2015-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2015-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2015-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2015-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2016,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2016-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2016-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2016-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2016-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2017,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2017-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2017-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2017-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2017-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2018,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2018-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2018-Q2,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2018-Q3,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2018-Q4,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2019,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2019-Q1,0.462,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2019-Q2,0.469,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2019-Q3,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2019-Q4,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2020,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2020-Q1,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2020-Q2,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2020-Q3,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2020-Q4,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2021,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2021-Q1,0.516,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2021-Q2,0.516,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2021-Q3,0.516,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2021-Q4,0.516,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2022,,,,,,,
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2022-Q1,0.527,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2022-Q2,0.472,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2022-Q3,0.506,,,,,,3: Three
LU1:DF_A4504(1.0),SSL03: Excises,Q: Quarterly,2022-Q4,0.527,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2007,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2007-Q1,0.137,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2007-Q2,0.153,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2007-Q3,0.152,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2007-Q4,0.153,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2008,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2008-Q1,0.155,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2008-Q2,0.168,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2008-Q3,0.167,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2008-Q4,0.13395,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2009,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2009-Q1,0.12645,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2009-Q2,0.14145,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2009-Q3,0.142,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2009-Q4,0.141,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2010,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2010-Q1,0.153,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2010-Q2,0.157,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2010-Q3,0.153,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2010-Q4,0.157,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2011,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2011-Q1,0.167,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2011-Q2,0.176,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2011-Q3,0.175,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2011-Q4,0.17,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2012,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2012-Q1,0.184,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2012-Q2,0.18345,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2012-Q3,0.19,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2012-Q4,0.182,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2013,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2013-Q1,0.184,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2013-Q2,0.182,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2013-Q3,0.1847,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2013-Q4,0.176,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2014,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2014-Q1,0.174,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2014-Q2,0.181,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2014-Q3,0.179,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2014-Q4,0.164,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2015,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2015-Q1,0.174,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2015-Q2,0.19,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2015-Q3,0.185,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2015-Q4,0.17,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2016,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2016-Q1,0.158,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2016-Q2,0.171,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2016-Q3,0.168,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2016-Q4,0.175,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2017,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2017-Q1,0.18,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2017-Q2,0.177,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2017-Q3,0.174,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2017-Q4,0.179,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2018,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2018-Q1,0.178,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2018-Q2,0.188,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2018-Q3,0.193,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2018-Q4,0.183,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2019,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2019-Q1,0.179,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2019-Q2,0.194,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2019-Q3,0.188,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2019-Q4,0.186,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2020,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2020-Q1,0.182,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2020-Q2,0.155,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2020-Q3,0.17,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2020-Q4,0.165,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2021,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2021-Q1,0.185,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2021-Q2,0.198,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2021-Q3,0.21,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2021-Q4,0.223,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2022,,,,,,,
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2022-Q1,0.243,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2022-Q2,0.288,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2022-Q3,0.279,,,,,,3: Three
LU1:DF_A4504(1.0),SSL04: VAT,Q: Quarterly,2022-Q4,0.268,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2007,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2007-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2007-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2007-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2007-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2008,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2008-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2008-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2008-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2008-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2009,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2009-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2009-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2009-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2009-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2010,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2010-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2010-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2010-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2010-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2011,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2011-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2011-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2011-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2011-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2012,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2012-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2012-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2012-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2012-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2013,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2013-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2013-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2013-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2013-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2014,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2014-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2014-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2014-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2014-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2015,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2015-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2015-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2015-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2015-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2016,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2016-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2016-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2016-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2016-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2017,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2017-Q1,,,,,,,3: Three
