DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-05,4859360,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-06,4393239,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-07,4221994,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-08,3932646,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-09,3760388,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-10,4365320,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-11,4408231,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2013-12,4839560,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-01,5186847,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-02,4717853,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-03,3840093,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-04,6322601,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-05,5054948,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-06,4554248,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-07,4948932,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-08,4368015,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-09,4837912,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-10,4830349,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-11,5084355,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2014-12,5295425,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-01,2619127,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-02,7098866,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-03,4639447,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-04,4335957,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-05,2998110,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-06,7064264,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-07,4180577,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-08,4595165,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-09,4401912,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-10,4870582,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-11,4678805,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2015-12,5401092,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-01,5363356,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-02,5187765,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-03,5616607,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-04,5509650,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-05,5540181,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-06,5259473,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-07,5294401,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-08,4939421,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-09,4800771,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-10,5137452,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-11,5315365,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2016-12,6120973,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-01,5920308,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-02,5625111,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-03,6206604,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-04,5798582,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-05,5516245,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-06,5157427,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-07,5171909,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-08,4971782,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-09,5027338,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-10,5501899,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-11,5617256,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2017-12,6291806,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-01,6197903,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-02,5881735,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-03,6387975,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-04,5924432,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-05,6135572,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-06,5606089,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-07,5537854,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-08,5257310,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-09,5114016,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-10,5428405,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-11,5779837,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2018-12,5894868,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-01,5834648,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-02,5339535,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-03,5787148,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-04,5662751,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-05,5502442,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-06,5190521,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-07,4893297,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-08,5122602,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-09,5042331,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-10,5442857,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-11,5434550,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2019-12,5590566,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-01,5436513,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-02,4742918,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-03,5295331,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-04,4985953,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-05,5036514,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-06,4648809,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-07,4626838,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-08,4881767,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-09,4677950,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-10,4919255,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-11,4713264,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2020-12,5026194,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-01,5211185,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-02,4955959,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-03,5378108,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-04,5040728,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-05,4955802,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-06,4678791,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-07,4506421,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-08,4512350,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-09,4208952,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-10,4700333,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-11,4939739,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2021-12,5260181,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-01,5094791,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-02,4551783,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-03,4277261,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-04,3936908,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-05,3899419,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-06,3710282,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-07,3314800,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-08,3070667,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A07: Biogaz CHP production,2022-09,3043808,,0: Zero,,,A07: Définitions : Biométhanisation (production),
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-01,515403907,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-02,492908231,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-03,511478062,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-04,505912438,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-05,539487831,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-06,515001599,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-07,533531770,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-08,424940320,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-09,441011960,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-10,438910433,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-11,389895571,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2008-12,361821268,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-01,442014998,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-02,397754557,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-03,394263336,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-04,398614769,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-05,400620007,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-06,399997321,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-07,430361528,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-08,373688016,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-09,434708525,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-10,459131004,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-11,436837987,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2009-12,419773345,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-01,473170711,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-02,426703120,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-03,464672996,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-04,447158865,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-05,482418140,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-06,426618063,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-07,462564186,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-08,374859745,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-09,446808795,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-10,476490162,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-11,454491732,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2010-12,430769416,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-01,482347296,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-02,445814643,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-03,468858841,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-04,441886695,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-05,489297807,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-06,463227291,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-07,484618985,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-08,447643668,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-09,513245441,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-10,472623247,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-11,439389280,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2011-12,414412344,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-01,467645080,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-02,453651287,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-03,465453727,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-04,428294658,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-05,426760449,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-06,437345101,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-07,409255109,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-08,383241150,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-09,449858774,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-10,436520021,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-11,423427931,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2012-12,415952376,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-01,470632804,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-02,422344808,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-03,437969027,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-04,434299917,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-05,438337543,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-06,434411415,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-07,476075451,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-08,420164045,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-09,505696005,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-10,477564371,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-11,459019882,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2013-12,397064466,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-01,467624358,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-02,436121988,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-03,469664262,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-04,430660706,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-05,469111979,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-06,439786187,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-07,487869700,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-08,415175963,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-09,465946714,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-10,477974404,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-11,464675641,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2014-12,430482658,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-01,474917907,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-02,449603657,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-03,478829048,,0: Zero,,,A01: Définitions : Importations,
