listing_no,title,description,price_chf,full_name,Art,Zustand,displacement,year,brand,model,mileage_km,transmission,fuel,listing_type,last_edited,id,colour,mfk,drive
233,YAMAHA MT-07 ABS (25kW),"Willkommen bei Moto Shop Bärenfaller  Sehr leichtes und handliches 700er Naked-Motorrad mit tiefer Sitzbank. Auf 35 kW beschränkt, ideal geeignet für Lernfahrer der Kat.""A beschränkt, für Fahrschule und praktische Prüfung.  - Tiefer gelegt  - Reifen neuwertig  - Motorschutzprotektoren  - Kleine Kratzer  - Ab MFK August 2022  Technische Daten:   - Motorbauart: 2-Zylinder, 4-Takt, Flüssigkeitsgekühlt, DOHC, 4 Ventile  - Hubraum: 689 cm³  - Limited power version: 35.0kW /min  - Maximales Drehmoment: 67,0 Nm (6,8 U/min  - Zündsystem: TCI  - Anlasser-System: Elektrisch  - Kraftübertragungssystem: Konstanter Eingriff, 6-Gang  - Vergaser: Kraftstoffeinspritzung  - Lenkwinkel: 24º50  - Vorderradaufhängung: Teleskopgabel  - Hinterradaufhängung: Schwingenarm, Radaufhängung mit Hebelanlenkung  - Vorderradbremse: Hydraulische Doppel-Bremsscheiben, Ø 298 mm  - Hinterradbremse: Hydraulische Einscheiben, Ø245 mm   - Vorderreifen: 120/70 ZR 17M/C(58W) (Tubeless)  - Hinterreifen: 180/55 ZR 17M/C(73W) (Tubeless)  - Sitzhöhe: 770 mm   - Minimale Bodenfreiheit: 140 mm  - Kraftstofftank-Volumen: 14L  Besuchen Sie uns und testen Sie unsere Neufahrzeuge, sowie sämtliche Gebrauchtfahrzeuge. Alle Angebote finden Sie auf unserer Webseite - www.baerenfaller.ch   Wir sprechen D/F/I/E, Lieferung ganze Schweiz möglich.   Venez essayer nos nouveaux véhicules ainsi que tous les véhicules occasions. Vous trouverez toutes les offres sur notre site - www.baerenfaller.ch   Nous parlons D / F / I / E, Livraison possible dans toute la Suisse.   Öffnungszeiten / heures d´ouverture Montag ? Freitag / lundi - vendredi 08.00 - 12.00 Uhr 13.30 - 18.00 Uhr Samstag / samedi 08.00 bis 16:00 Uhr (durchgehend, sans interruption)  Haben Sie noch Fragen? Rufen Sie uns an, wir sind gerne für Sie da.   Ihr Moto-Shop Bärenfaller Team   Tel. 027 923 05 05  E-Mail:   Eigenschaften:  Ab MFK  35 kW Kit vorhanden",5200,YAMAHA MT-07 ABS (25kW),NA,NA,NA,2015,YAMAHA,MT-07 ABS (25kW),43051,Schaltgetriebe,Benzin,Angebot,2022-08-19,44599005,Grau,yes,Hinterradantrieb
234,YAMAHA MT-07 ABS,"Zubehör: Kurzheck inkl. Blinker V + H, Windschild, Termignoni Komplettanlage, Sturzpads.  35kW möglich.  Mit der Strahm Membercard für Fr.100.- gibt`s 5% Rabatt (bis CHF 10'000.-) auf Occasionsfahrzeuge (ohne Eintausch), 5% Rabatt auf Ersatzteile, Bekleidung, Zubehör, bis 20% auf Mietmotorräder und Pneu. Gratis Raclette-Essen für 2 Personen Ende Saison. Jede Woche ein Gratis Getränk im Saloon Madiswil. Gratis Pannendienst in der Schweiz während unserer Öffnungszeiten, Gratis Ersatzfahrzeug während der Servicedauer.  Eigenschaften:  Ab MFK",6390,YAMAHA MT-07 ABS,NA,NA,NA,2014,YAMAHA,MT-07 ABS,26500,NA,Benzin,Angebot,2022-09-04,43006107,Violet,yes,NA
235,YAMAHA MT-07 ABS (35kW),"Sacoche de réservoir, port usb inclus.  Bridée 35kW, débridable sur demande.  Très bon état",7300,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2018,YAMAHA,MT-07 ABS (35kW),11000,Schaltgetriebe,Benzin,Angebot,2023-03-30,47609486,Grau,no,Hinterradantrieb
236,YAMAHA MT-07,"Auch als 35KW erhältlich  Eigenschaften:  Ab MFK",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2023-01-13,42363817,Grau,yes,Hinterradantrieb
237,Yamaha MT 07,"Yamaha MT 07 de 2016 bridée a 35kw avec divers pièces d’origine.
",5500,Yamaha MT 07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2016,YAMAHA,MT 07,13500,Schaltgetriebe,Benzin,Angebot,2023-04-01,46209215,Grau,no,NA
238,Yamaha mt07,"Moto mt07 full. Pneus avant et arrière presque neuf. Peu de kilomètres toutes les pièces d’origine (cadre de plaque, clignotant, rétroviseur, échappement) fournis.
",6200,Yamaha mt07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2019,YAMAHA,Mt07,4800,NA,NA,Angebot,2023-03-26,44499030,NA,no,NA
239,YAMAHA MT-07,"Das Motorrad für alle Fälle!!  Eigenschaften:  Ab MFK  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,5,Schaltgetriebe,Benzin,Angebot,2023-02-02,42554634,Blau,yes,Hinterradantrieb
240,YAMAHA MT 07 2019 - 1800 KM - ETAT IRRÉPROCHABLE,"YAMAHA MT-07 ABS en PARFAIT ETAT comme neuve. 
Mise en circulation : 07.2019
Kilométrage : 1'800
Moto de première main - Très faible kilométrage
Expertise valable jusqu'en 2024
Service des 1000 km effectué 
Support de plaque court Rizoma Clignotants LED à défilement
3 clés à disposition 
Bridage 35 kW possible actuellement en pleine puissance 55 kW 
AUCUN FRAIS À PRÉVOIR 
Moto disponible immédiatement. 
Visites possibles sur rendez-vous. 
Prix de vente : 6'500
",6500,YAMAHA MT 07 2019 - 1800 KM - ETAT IRRÉPROCHABLE,Gegenstand ,Neuwertig ,750 Ccm,2019,YAMAHA,MT 07 ABS,1800,NA,Benzin,Angebot,2023-03-31,44971709,Grau,yes,NA
241,YAMAHA MT-07 ABS,"Hiermit verkaufe ich eine Yamaha MT-07 mit ABS. Das Fahrzeug zeichnet sich durch folgende Merkmale aus:  - Gepflegt   - Garagenparkplatz  - Unfallfrei  - Ab Service   - Ab Mfk  - Gute Reifen  ** Lieferung gegen Aufpreis möglich **  ** Finanzierung möglich **  ** Quality 1 Garantie gegen Aufpreis möglich **  ** Besichtigung nur mit Terminvereinbarung **  Top Zustand  Eigenschaften:  Ab MFK  25 kW Kit möglich  Leasing ist möglich  Eintausch ist möglich  35 kW Kit möglich",5900,YAMAHA MT-07 ABS,NA,NA,NA,2015,YAMAHA,MT-07 ABS,14600,Schaltgetriebe,Benzin,Angebot,2022-09-04,42820296,Grau,yes,Hinterradantrieb
242,Yamaha mt-07 35kw,"Yamaha MT 07 de 2020 bridée a 35 kw, idéale pour ceux qui veulent commencer la moto, très maniable pour le parcours lors de l’examen et en ville également. Garde quand même de la pêche même bridée (il n’y a pas mieux en 35 kw). La moto a eut un propriétaire avant moi. 
Elle dispose de :
- ligne ixil dual hyper low complète homologuée 
- leviers MG biketec freins et embrayage courts réglables homologués
- 3 clés de démarrage ( clé rouge comprise)
- support de plaque court à led 
- clignotants à led et défilants à l’avant 
- pneus casiment neufs (90%)
- bulle ermax sport
- protections de carter moteur 
- rétroviseurs au bout de guidon (meilleur visibilité)
La moto n’a pas roulé l’hiver. Prix discutable bien évidemment dans les limites du raisonnables, offres sérieuses uniquement. Possibilité de négocier le prix si prise rapide, et devant la moto.
",7800,Yamaha mt-07 35kw,Gegenstand ,Neuwertig ,750 Ccm,2020,YAMAHA,MT 07 35 kw,8500,Schaltgetriebe,Benzin,Angebot,2023-03-27,46563117,Grau,no,NA
243,YAMAHA MT-07 ABS,"35kW möglich!  Mit der Strahm Membercard für Fr.100.- gibt`s 5% Rabatt (bis CHF 10'000.-) auf Occasionsfahrzeuge (ohne Eintausch), 5% Rabatt auf Ersatzteile, Bekleidung, Zubehör, bis 20% auf Mietmotorräder und Pneu. Gratis Raclette-Essen für 2 Personen Ende Saison. Jede Woche ein Gratis Getränk im Saloon Madiswil. Gratis Pannendienst in der Schweiz während unserer Öffnungszeiten, Gratis Ersatzfahrzeug während der Servicedauer. Serienmässige Ausstattung: Garantie 4 Jahre,   Eigenschaften:  Ab MFK",7990,YAMAHA MT-07 ABS,NA,NA,NA,2022,YAMAHA,MT-07 ABS,1,NA,Benzin,Angebot,2023-02-26,42754357,Blau,yes,NA
244,YAMAHA MT-07 ABS,"35kW möglich.  Mit der Strahm Membercard für Fr.100.- gibt`s 5% Rabatt (bis CHF 10'000.-) auf Occasionsfahrzeuge (ohne Eintausch), 5% Rabatt auf Ersatzteile, Bekleidung, Zubehör, bis 20% auf Mietmotorräder und Pneu. Gratis Raclette-Essen für 2 Personen Ende Saison. Jede Woche ein Gratis Getränk im Saloon Madiswil. Gratis Pannendienst in der Schweiz während unserer Öffnungszeiten, Gratis Ersatzfahrzeug während der Servicedauer. Serienmässige Ausstattung: Garantie 4 Jahre,   Eigenschaften:  Ab MFK",7990,YAMAHA MT-07 ABS,NA,NA,NA,2022,YAMAHA,MT-07 ABS,1,NA,Benzin,Angebot,2023-02-26,42754354,Schwarz,yes,NA
245,Yamaha mt-07 19’000km 35Kw,"Belle Yamaha MT-07 en parfait état et parfaite pour débuter et faire le permis.
Le pneu avant est neuf et la batterie également.
N’hésitez pas à me contacter pour plus d’informations
Pour toutes autres questions et/ou informations, veuillez me contacter par message.
",5100,Yamaha mt-07 19’000km 35Kw,Gegenstand ,Neuwertig ,750 Ccm,2017,YAMAHA,NA,19000,NA,NA,Angebot,2023-04-01,47266606,NA,no,NA
246,YAMAHA MT 07 ABS 2019 - 1800 KM,"YAMAHA MT-07 ABS en PARFAIT ETAT comme neuve. 
Mise en circulation : 07.2019
Kilométrage : 1'800
Moto de première main - Très faible kilométrage
Expertise valable jusqu'en 2024
Service des 1000 km effectué 
Support de plaque court Rizoma Clignotants LED à défilement
3 clés à disposition 
Bridage 35 kW possible actuellement en pleine puissance 55 kW
AUCUN FRAIS À PRÉVOIR 
Moto disponible immédiatement. 
Visites possibles sur rendez-vous
",6500,YAMAHA MT 07 ABS 2019 - 1800 KM,Gegenstand ,Neu ,600 Cm3,2019,YAMAHA,MT 07,1800,NA,NA,Angebot,2023-03-24,47196722,NA,no,NA
247,MAGNIFIQUE YAMAHA MT 07 ABS 2019,"YAMAHA MT-07 ABS en PARFAIT ETAT comme neuve. 
Mise en circulation : 07.2019
Kilométrage : 1'800
Moto de première main - Très faible kilométrage
Expertise valable jusqu'en 2024
Service des 1000 km effectué 
Support de plaque court Rizoma Clignotants LED à défilement
3 clés à disposition 
Bridage 35 kW possible actuellement en pleine puissance 55 kW
AUCUN FRAIS À PRÉVOIR 
Moto disponible immédiatement. 
Visites possibles sur rendez-vous. 
Prix de vente : 6’500CHF
",6500,MAGNIFIQUE YAMAHA MT 07 ABS 2019,Gegenstand ,Neuwertig ,750 Ccm,2019,YAMAHA,MT 07 ABS,1800,NA,Benzin,Angebot,2023-03-31,46968972,NA,no,NA
248,YAMAHA MT-07 ABS,"Sturzpads.   Mit der Strahm Membercard für Fr.100.- gibt`s 5% Rabatt (bis CHF 10'000.-) auf Occasionsfahrzeuge (ohne Eintausch), 5% Rabatt auf Ersatzteile, Bekleidung, Zubehör, bis 20% auf Mietmotorräder und Pneu. Gratis Raclette-Essen für 2 Personen Ende Saison. Jede Woche ein Gratis Getränk im Saloon Madiswil. Gratis Pannendienst in der Schweiz während unserer Öffnungszeiten, Gratis Ersatzfahrzeug während der Servicedauer.  Eigenschaften:  Ab MFK",6490,YAMAHA MT-07 ABS,NA,NA,NA,2015,YAMAHA,MT-07 ABS,25300,NA,Benzin,Angebot,2022-09-04,42554556,Weiss,yes,NA
249,YAMAHA MT-07,"MT-07 Cyan Storm  Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",7990,YAMAHA MT-07,NA,NA,NA,2023,YAMAHA,MT-07,5,Schaltgetriebe,Benzin,Angebot,2023-01-24,45963467,Grau,yes,Hinterradantrieb
250,YAMAHA MT-07,"Equipée avec: Saute-vent, Support de plaque court, Clignotants LED, Rétroviseurs et Embouts guidon, Protection moteur   Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible",9590,YAMAHA MT-07,NA,NA,NA,2023,YAMAHA,MT-07,5,Schaltgetriebe,Benzin,Angebot,2022-12-03,45963463,Schwarz,yes,Hinterradantrieb
251,Yamaha MT07 2017,"Bonjour, je mets en vente ma MT07 de 2017 en excellent état. 20'036 km. 4300.- (service à prévoir : fourche, tous les liquides au minimum) + suppression panne du au déchargement complet de la batterie (batterie recharger et debrancher depuis). 
Moto non bridé et non expertisé. 
La moto à plusieurs modification elle a :
Ligne complète Léo Vince homologué + Origine
Guidon  75 cm TRW Alu noir homologué + Origine
Clignotant Led chaft avant et arrière homologué + Origine
Support de plaque court homologué + Origine
Bulle noir homologué 
Rétroviseur court (je ne pense pas que il soit homologué) + Origine
Les pneus sont encore bon 1 saison entière.( pirelli Angel GT ) 
Moto très soigné, jamais garder en extérieur lors de température froide.
Bon prix si prise rapide. 
",4300,Yamaha MT07 2017,Gegenstand ,Geringe Gebrauchsspuren ,600 Cm3,2017,YAMAHA,MT07,20036,Schaltgetriebe,Benzin,Angebot,2023-03-28,44836589,Schwarz,no,Hinterradantrieb
252,YAMAHA MT 07 ABS,"*** EINTAUSCH - LEASING - FINANZIERUNG ***  Auf einen Blick  - Design der nächsten Generation  - LED-Projektorbeleuchtung  - EU5 Zweizylinder-CP2-Motor mit 690 cm³ Hubraum  - Grössere Frontscheibenbremsen für mehr Bremskraft  - Selbstbewusste Fahrposition  - LCD-Messinstrumente mit invertierter Anzeige  - LED-Blinker  - Reifen der neuesten Generation  - Farben, Grafiken und Finishing  Probefahrt oder Besichtigung möglich bei hostettler moto ag Zürich Süd, Moosstr. 45-49, 8134 Adliswil. 044 732 30 40  Eigenschaften:  Ab MFK",8190,YAMAHA MT 07 ABS,NA,NA,NA,2023,YAMAHA,MT 07 ABS,10,Schaltgetriebe,Benzin,Angebot,2023-01-05,42471561,NA,yes,Hinterradantrieb
253,YAMAHA MT-07 ABS (Naked Bike) 55KW,"Moto en parfait état très peu roulée 55kW.
Équipement:
Échappement complet Inox/CarboneTermignoni
MT-07 Visor kit
Clignotant LED noir YAMAHA MT-07 LPH
Prise USB
Sac sport
Toutes les pièces d'origine peuvent être fournies.
",7500,YAMAHA MT-07 ABS (Naked Bike) 55KW,Gegenstand ,Neuwertig ,750 Ccm,2017,YAMAHA,MT-07 ABS,8600,Schaltgetriebe,Benzin,Angebot,2023-03-31,47499308,Schwarz,no,Hinterradantrieb
254,YAMAHA MT-07 Services à jours et divers équipements,"Yamaha MT-07 de 2016
Peut être bridable à 35kw
Avec 13125km peut évolutif
Tous les services ont été effectués.
Dernier services comprends (7.01.2023):
Purge de liquide de frein par du dot 5.1
Vidange huile avec MOTUL 300V
Remplacement filtre à huile HF204      racing
Changement de pneu par des metzeler sportec M9 RR ( Très bon pneu qui colle super bien à la route) (NEUF)
Entretien:
Dégraissage et graissage chaîne tout les ~ 500km ou 1x tous les 2 mois.
Equipement:
Filtre à air k&n
Filtre à air
Protection GB racing carter
Protections leviers
Protection radiateur
Support sacoche réservoir GIVi
Support sacoche latéral  SW MOTECH
Pot d'échappement  IX race MK02 730.-
Protection et diabolos arrière
Protection fourche
Crash PAD
Ampoule Led 6000k (phare avant)  possibilité de remettre ceux d'origine
Support de plaque court
Clignotant LED
Pièces d'origine comme le pot d'échappement, bulle etc...
",6299,YAMAHA MT-07 Services à jours et divers équipements,Gegenstand ,Neuwertig ,750 Ccm,2016,YAMAHA,MT-07,13125,Automatik,Benzin,Angebot,2023-03-28,46785937,Grau,yes,Hinterradantrieb
255,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",8190,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,6,Schaltgetriebe,Benzin,Angebot,2023-01-05,45692203,Schwarz,yes,Hinterradantrieb
256,YAMAHA MT-07,"Zuzüglich Ablieferungspauschale CHF 200.-  35 kW möglich   Eigenschaften:  Ab MFK  35 kW Kit möglich  35 kW Kit vorhanden",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2023-03-19,42622332,Schwarz,yes,Hinterradantrieb
257,Moto Yamaha MT-07 ABS grise-jaune (35kW),"MT-07 en tès belle moto en très bon état général ! 
13'200 km, 1ère immatriculation en juin 2018
Moteur : Bi-cylindres de 686 cm3.
Service et pneus changé en juillet 2020 (10'300 km)
Options / équipements de la moto :

Top case jaune fluo V47 Monokey - GIVI (volume 47 l, possibilité de ranger jusqu'à deux ""petits"" casques)


Sacoches semi-rigide extensibles ST609 - GIVI

légères et très résistantes, résistantes à l'eau


Volume de 25 l chacune


Verrouillage a clé



Sacoche de reservoir SW-Motech (15 - 22 l)


Support à smartphone GIVI


Support top case


Support sacoches latérales


Selle de confort conducteur et passager - Yamaha


Pack clignotant Mini AV / AR LED


Crash pads G/D sur le carter


Crash pads G/D du guidon


Plaques de côté de radiateur métalique

Personne sérieuse (exportateurs s'absentenir s.v.p), essai de conduite possible
",6250,Moto Yamaha MT-07 ABS grise-jaune (35kW),Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2018,YAMAHA,MT-07,13200,NA,NA,Angebot,2023-03-16,44630092,Anthrazit,no,NA
258,Yamaha MT-07 2021 8900km 6190chf,"Moto Yamaha MT 07
année 2021 pas d'expertise avant 2026
8900km
.
.
.
.
.
.
.
.
.
.
.
.
.
Moto scooter voiture honda Téléphone iPhone t’es Max tMax Suzuki Kawasaki harley
",1,Yamaha MT-07 2021 8900km 6190chf,Gegenstand ,Neu ,750 Ccm,2021,YAMAHA,MT07 MT 07 MT-07,8900,Schaltgetriebe,Benzin,Angebot,2023-03-28,46453505,Schwarz,yes,Kette
259,YAMAHA MT-07,"Zuzüglich Ablieferungspauschale CHF 200.-  35 kW möglich  Eigenschaften:  Ab MFK  35 kW Kit möglich  35 kW Kit vorhanden",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2023-03-19,42526296,Grau,yes,Hinterradantrieb
260,YAMAHA MT-07 ABS,"Très belle moto en très bon état mécanique et carrosserie, 13'000 kilomètres, miroirs - Highsider, clignotants - LighTech, expertise valable jusqu'à 03.2024.  GARANTIE DE 3 MOIS!!!  LEASING POSSIBLE  LIVRAISON POSSIBLE  Le véhicule est prêt à rouler, visible à Yverdon-les-Bains.  natel: 079 714 21 93  an 2019, 13’000 kilomètres, occasion!!!  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",6700,YAMAHA MT-07 ABS,NA,NA,NA,2019,YAMAHA,MT-07 ABS,13000,Schaltgetriebe,Benzin,Angebot,2022-12-23,46192426,Blau,yes,Hinterradantrieb
261,Moto Yamaha MT07 Cage,"Moto Yamaha MT-07 moto Cage en très bon état.
Cylindrée 689 cm3. Puissance: 55kW.
Dernière expertise septembre 2020. Services effectués toutes les années.
Ligne d'échapement Termignoni homologuée. Support de plaque court. Deux jeux de pneus en bon état.
",5480,Moto Yamaha MT07 Cage,Gegenstand ,Neuwertig ,750 Ccm,2015,YAMAHA,MT-07,9800,Schaltgetriebe,Benzin,Angebot,2023-03-16,44163004,NA,yes,Kette
262,Yamaha MT 07 2020,"Mt 07 55KW mise en circulation 07.2020
689cm3
17000Km
Pneus Michelin ok
Services ok
Petits clignotteurs homologués.
Plaque courte homologuée
Rétros ronds homologués.
Bulle avant homologuée
Toujours dormi au couvert.
Parfait état.
",6200,Yamaha MT 07 2020,Gegenstand ,Neuwertig ,600 Cm3,2020,YAMAHA,MT-07,17000,NA,NA,Angebot,2023-03-12,45840720,Blau,no,NA
263,Yamaha MT 07,"Je vends ma MT-07 de 2019 Elle a 20’600 km évolutifs.
Moto 35KW (avec bride pour 55KW) 
La moto e comme neuf tout les services à jour . 
accessoires :
Support de plaque court  puig 
Clignotant Yamaha LED 
Poignée passager Yamaha 
Selle confort 
Ligne complète leo Vinci (homologué) 
Rétroviseur embout de guidon 
Bulle noir puig 
Crash pad 
Protection de roue avant et arrière R&G
Filtre à air BMC 
Pièces d’origine avec . 
Expertiser
",6000,Yamaha MT 07,Gegenstand ,Neuwertig ,750 Ccm,2019,YAMAHA,MT 07,20600,Schaltgetriebe,Benzin,Angebot,2023-03-17,45575607,Blau,no,Kette
264,Yamaha MT-07,"Yamaha MT-07 en bon état,version non bridé,moto très facile à conduire,idéal pour débutants,plaquettes de freins récemment remplacé et câble d’embrayage aussi.
",4900,Yamaha MT-07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,NA,YAMAHA,MT-07,38000,NA,NA,Angebot,2023-04-01,45796935,NA,no,NA
265,Yamaha mt 07,"yamaha mt 07 2018 a vendre moto ideal pour les dames la moto a été rabaissé de 3 cm environ, pièces d origine disponible bulle neuve disponible également jamais mise sur la moto. la moto a 33.8 kw bridée, possibilité  de la mettre en full. 
",7200,Yamaha mt 07,Gegenstand ,Neuwertig ,750 Ccm,2018,YAMAHA,mt 07,4614,Schaltgetriebe,Benzin,Angebot,2023-03-29,44764012,Schwarz,no,NA
266,YAMAHA MT-07,"Avec Kit de protections  Propriétés véhicule:  Expertisée  Leasing possible",7000,YAMAHA MT-07,NA,NA,NA,2021,YAMAHA,MT-07,7150,Schaltgetriebe,Benzin,Angebot,2023-01-05,45154566,Grau,yes,Hinterradantrieb
267,Yamaha MT-07 19’000 km 35Kw,"Belle Yamaha MT-07 en parfait état et parfaite pour débuter et faire le permis.
Le pneu avant est neuf et la batterie également.
N’hésitez pas à me contacter pour plus d’informations
",5100,Yamaha MT-07 19’000 km 35Kw,Gegenstand ,Neuwertig ,750 Ccm,2017,YAMAHA,MT07,19000,NA,NA,Angebot,2023-04-01,46371757,Weiss,no,NA
268,YAMAHA MT-07 ABS (35kW),"Très belle moto en très bon état mécanique et carrosserie, 12'400 kilomètres, 35 kW, clignotants - LighTech, expertise valable jusqu'à 04.2025.  GARANTIE D'USINE 36 MOIS A PARTIR DU 04.2020  LEASING POSSIBLE  LIVRAISON POSSIBLE  Le véhicule est prêt à rouler, visible à Yverdon-les-Bains.  natel: 079 714 21 93  an 2020, 12’400 kilomètres, 35kW, occasion!!!  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit disponible",6900,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2020,YAMAHA,MT-07 ABS (35kW),12400,Schaltgetriebe,Benzin,Angebot,2022-12-23,46192427,Schwarz,yes,Hinterradantrieb
269,Yamaha MT07 2020 7500km ,"Bridée a 35kw, possible de la débridée a 54 kw, échappement Zard, leviers et poignées rizoma, clignotants Kellermann, cadre de plaque court, reposes pied rizoma, bouchon d'huile rizoma, rétroviseurs au poignées, selle haute confortables, tout est homologué, protection radiateur, moto très soigné service à jour, pneus neuf. moto en parfaites état.
",9400,Yamaha MT07 2020 7500km ,Gegenstand ,Neuwertig ,750 Ccm,2020,YAMAHA,MT07,7500,Schaltgetriebe,Benzin,Angebot,2023-03-27,43341871,Blau,yes,Kette
270,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible  35 kW Kit disponible",8540,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2022-08-21,44623368,Grau,yes,Hinterradantrieb
271,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",8190,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,6,Schaltgetriebe,Benzin,Angebot,2023-01-05,44524966,Grau,yes,Hinterradantrieb
272,yamaha mt 07,"bonjour je vends ma mt 07 avec kit carrosserie echappement akrapovic coup vent petit rétro sans la valise en bonne état bride en 35kw mais j'ai la bride pour mettre en full dernière expertise date de 2021. ps arrêté de me proposer 3000fr 3300 ou votre dernier prix je ne suis vraiment pas pressé de la vendre donc ne perdez pas votre temps avec des propositions ps. je ne la réserve plus car les acheteurs fantôme j'ai pas besoin 
",3400,yamaha mt 07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014,YAMAHA,mt 07,50000,Schaltgetriebe,Benzin,Angebot,2023-03-15,44765682,Weiss,no,NA
273,Yamaha mt-07,"Yamaha MT-07, 1 seul proprietaire, toujours à l’abri dans garage souterrain, 1ère mise en circulation: 20.09.2019, échappement Termignoni, leviers frein et embrayage, support plaque court.
Pièces d’origine fournies. Kilomètres évolutifs
",5500,Yamaha mt-07,Gegenstand ,Neuwertig ,750 Ccm,2019,YAMAHA,MT-07,18500,NA,NA,Angebot,2023-03-25,44577506,NA,no,NA
274,YAMAHA MT-07,"Support de plaque   Propriétés véhicule:  Expertisée",8500,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1850,Schaltgetriebe,Benzin,Angebot,2022-08-05,44430881,Schwarz,yes,Hinterradantrieb
275,YAMAHA MT-07,"Avec:  Kit de protections  Service 1'000Km fait  à l'état de neuf  Propriétés véhicule:  Expertisée",7150,YAMAHA MT-07,NA,NA,NA,2021,YAMAHA,MT-07,2750,Schaltgetriebe,Benzin,Angebot,2023-01-05,44685970,Blau,yes,Hinterradantrieb
276,YAMAHA MT-07 ABS (35kW),"avec pot Ixil et kit protection de chutes  Expertisée du jour  avec pot Ixil et kit protection de chutes  Propriétés véhicule:  Expertisée  35 kW Kit possible  35 kW Kit disponible",6900,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2020,YAMAHA,MT-07 ABS (35kW),4200,Schaltgetriebe,Benzin,Angebot,2023-01-05,45730518,Blau,yes,Hinterradantrieb
277,Yamaha mt 07  2019,"Moto en très bon état, comme neuve, 11'000 klm, service vient d'être fait (07/10).
Pneu avant neuf, plaque courte MT et clignotants led aussi MT. Toujours dormi dans le garage.
Prix pas négociable.
Pas sérieux s'abstenir
",6800,Yamaha mt 07  2019,Weiteres ,NA,750 Ccm,2019,YAMAHA,Mt 07,11000,NA,NA,Angebot,2023-03-19,45348382,NA,no,NA
278,YAMAHA MT-07,"Moto neuve garantie de 4 ans.  Frais de mise en service de 250.-CHF  Equipement supplémentaire:  Pneus neufs  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2023-01-11,44510793,Blau,yes,Hinterradantrieb
279,YAMAHA MT-07,"Moto neuve garantie de 4 ans.  Frais de mise en service de 250.-CHF  Equipement supplémentaire:  Pneus neufs  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",7990,YAMAHA MT-07,NA,NA,NA,2022,YAMAHA,MT-07,1,Schaltgetriebe,Benzin,Angebot,2023-01-11,44510761,Grau,yes,Hinterradantrieb
280,MT 07 Yamaha Akrapovic,"bichonnée et entretenue comme elle doit l'être ... débridée. pot Akrapovic Titane avec tous les papiers. tres nombreux accessoires qu'on voit sur les photos.. a saisir 
",6000,MT 07 Yamaha Akrapovic,Gegenstand ,Neuwertig ,750 Ccm,2017,YAMAHA,MT 07,14000,Schaltgetriebe,Benzin,Angebot,2023-03-16,44907452,Weiss,yes,NA
281,YAMAHA MT-07 ABS,"MT 07 en bonne etat, service a jour, saut de vent, possibilité de kit rabaissement et kit 35 kw  Propriétés véhicule:  35 kW Kit disponible",6500,YAMAHA MT-07 ABS,NA,NA,NA,2019,YAMAHA,MT-07 ABS,9500,Schaltgetriebe,Benzin,Angebot,2022-12-03,44558949,Anthrazit,no,Hinterradantrieb
