listing_no,title,description,price,model_simple,Art,Zustand,Hubraum (Ccm),Baujahr,Marke,Modell,Kilometer,Getriebeart,Treibstoff,Art des Inserats,Letzte Änderung,Inseratnummer,Aussenfarbe,Ab MFK,Antrieb
252,YAMAHA MT 07 ABS,"*** EINTAUSCH - LEASING - FINANZIERUNG ***  Auf einen Blick  - Design der nächsten Generation  - LED-Projektorbeleuchtung  - EU5 Zweizylinder-CP2-Motor mit 690 cm³ Hubraum  - Grössere Frontscheibenbremsen für mehr Bremskraft  - Selbstbewusste Fahrposition  - LCD-Messinstrumente mit invertierter Anzeige  - LED-Blinker  - Reifen der neuesten Generation  - Farben, Grafiken und Finishing  Probefahrt oder Besichtigung möglich bei hostettler moto ag Zürich Süd, Moosstr. 45-49, 8134 Adliswil. 044 732 30 40  Eigenschaften:  Ab MFK",CHF 8'190.–,YAMAHA MT 07 ABS,NA,NA,NA,2023 ,YAMAHA ,MT 07 ABS,10 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,42471561,NA,,Hinterradantrieb 
253,YAMAHA MT-07 ABS (Naked Bike) 55KW,"Moto en parfait état très peu roulée 55kW.
Équipement:
Échappement complet Inox/CarboneTermignoni
MT-07 Visor kit
Clignotant LED noir YAMAHA MT-07 LPH
Prise USB
Sac sport
Toutes les pièces d'origine peuvent être fournies.
",CHF 7'500.– / Verhandlungspreis,YAMAHA MT-07 ABS (Naked Bike) 55KW,Gegenstand ,Neuwertig ,750 Ccm,2017 ,YAMAHA ,MT-07 ABS,8'600 km,Schaltgetriebe ,Benzin ,Angebot,31.03.2023,47499308,Schwarz ,NA,Hinterradantrieb 
254,YAMAHA MT-07 Services à jours et divers équipements,"Yamaha MT-07 de 2016
Peut être bridable à 35kw
Avec 13125km peut évolutif
Tous les services ont été effectués.
Dernier services comprends (7.01.2023):
Purge de liquide de frein par du dot 5.1
Vidange huile avec MOTUL 300V
Remplacement filtre à huile HF204      racing
Changement de pneu par des metzeler sportec M9 RR ( Très bon pneu qui colle super bien à la route) (NEUF)
Entretien:
Dégraissage et graissage chaîne tout les ~ 500km ou 1x tous les 2 mois.
Equipement:
Filtre à air k&n
Filtre à air
Protection GB racing carter
Protections leviers
Protection radiateur
Support sacoche réservoir GIVi
Support sacoche latéral  SW MOTECH
Pot d'échappement  IX race MK02 730.-
Protection et diabolos arrière
Protection fourche
Crash PAD
Ampoule Led 6000k (phare avant)  possibilité de remettre ceux d'origine
Support de plaque court
Clignotant LED
Pièces d'origine comme le pot d'échappement, bulle etc...
",CHF 6'299.– / Verhandlungspreis,YAMAHA MT-07 Services à jours et divers équipements,Gegenstand ,Neuwertig ,750 Ccm,2016 ,YAMAHA ,MT-07 ,13'125 km,Automatik ,Benzin ,Angebot,28.03.2023,46785937,Grau ,,Hinterradantrieb 
255,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 8'190.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,6 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,45692203,Schwarz ,,Hinterradantrieb 
256,YAMAHA MT-07,"Zuzüglich Ablieferungspauschale CHF 200.-  35 kW möglich   Eigenschaften:  Ab MFK  35 kW Kit möglich  35 kW Kit vorhanden",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,19.03.2023,42622332,Schwarz ,,Hinterradantrieb 
257,Moto Yamaha MT-07 ABS grise-jaune (35kW),"MT-07 en tès belle moto en très bon état général ! 
13'200 km, 1ère immatriculation en juin 2018
Moteur : Bi-cylindres de 686 cm3.
Service et pneus changé en juillet 2020 (10'300 km)
Options / équipements de la moto :

Top case jaune fluo V47 Monokey - GIVI (volume 47 l, possibilité de ranger jusqu'à deux ""petits"" casques)


Sacoches semi-rigide extensibles ST609 - GIVI

légères et très résistantes, résistantes à l'eau


Volume de 25 l chacune


Verrouillage a clé



Sacoche de reservoir SW-Motech (15 - 22 l)


Support à smartphone GIVI


Support top case


Support sacoches latérales


Selle de confort conducteur et passager - Yamaha


Pack clignotant Mini AV / AR LED


Crash pads G/D sur le carter


Crash pads G/D du guidon


Plaques de côté de radiateur métalique

Personne sérieuse (exportateurs s'absentenir s.v.p), essai de conduite possible
",CHF 6'250.– / Verhandlungspreis,Moto Yamaha MT-07 ABS grise-jaune (35kW),Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2018 ,YAMAHA ,MT-07,13'200 km,NA,NA,Angebot,16.03.2023,44630092,Anthrazit ,NA,NA
258,Yamaha MT-07 2021 8900km 6190chf,"Moto Yamaha MT 07
année 2021 pas d'expertise avant 2026
8900km
.
.
.
.
.
.
.
.
.
.
.
.
.
Moto scooter voiture honda Téléphone iPhone t’es Max tMax Suzuki Kawasaki harley
",CHF 1.– / Verhandlungspreis,Yamaha MT-07 2021 8900km 6190chf,Gegenstand ,Neu ,750 Ccm,2021 ,YAMAHA ,MT07 MT 07 MT-07,8'900 km,Schaltgetriebe ,Benzin ,Angebot,28.03.2023,46453505,Schwarz ,,Kette 
259,YAMAHA MT-07,"Zuzüglich Ablieferungspauschale CHF 200.-  35 kW möglich  Eigenschaften:  Ab MFK  35 kW Kit möglich  35 kW Kit vorhanden",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,19.03.2023,42526296,Grau ,,Hinterradantrieb 
260,YAMAHA MT-07 ABS,"Très belle moto en très bon état mécanique et carrosserie, 13'000 kilomètres, miroirs - Highsider, clignotants - LighTech, expertise valable jusqu'à 03.2024.  GARANTIE DE 3 MOIS!!!  LEASING POSSIBLE  LIVRAISON POSSIBLE  Le véhicule est prêt à rouler, visible à Yverdon-les-Bains.  natel: 079 714 21 93  an 2019, 13’000 kilomètres, occasion!!!  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 6'700.–,YAMAHA MT-07 ABS,NA,NA,NA,2019 ,YAMAHA ,MT-07 ABS,13'000 km,Schaltgetriebe ,Benzin ,Angebot,23.12.2022,46192426,Blau ,,Hinterradantrieb 
261,Moto Yamaha MT07 Cage,"Moto Yamaha MT-07 moto Cage en très bon état.
Cylindrée 689 cm3. Puissance: 55kW.
Dernière expertise septembre 2020. Services effectués toutes les années.
Ligne d'échapement Termignoni homologuée. Support de plaque court. Deux jeux de pneus en bon état.
",CHF 5'480.–,Moto Yamaha MT07 Cage,Gegenstand ,Neuwertig ,750 Ccm,2015 ,YAMAHA ,MT-07,9'800 km,Schaltgetriebe ,Benzin ,Angebot,16.03.2023,44163004,NA,,Kette 
262,Yamaha MT 07 2020,"Mt 07 55KW mise en circulation 07.2020
689cm3
17000Km
Pneus Michelin ok
Services ok
Petits clignotteurs homologués.
Plaque courte homologuée
Rétros ronds homologués.
Bulle avant homologuée
Toujours dormi au couvert.
Parfait état.
",CHF 6'200.–,Yamaha MT 07 2020,Gegenstand ,Neuwertig ,600 Cm3,2020 ,YAMAHA ,MT-07,17'000 km,NA,NA,Angebot,12.03.2023,45840720,Blau ,NA,NA
263,Yamaha MT 07,"Je vends ma MT-07 de 2019 Elle a 20’600 km évolutifs.
Moto 35KW (avec bride pour 55KW) 
La moto e comme neuf tout les services à jour . 
accessoires :
Support de plaque court  puig 
Clignotant Yamaha LED 
Poignée passager Yamaha 
Selle confort 
Ligne complète leo Vinci (homologué) 
Rétroviseur embout de guidon 
Bulle noir puig 
Crash pad 
Protection de roue avant et arrière R&G
Filtre à air BMC 
Pièces d’origine avec . 
Expertiser
",CHF 6'000.– / Verhandlungspreis,Yamaha MT 07,Gegenstand ,Neuwertig ,750 Ccm,2019 ,YAMAHA ,MT 07,20'600 km,Schaltgetriebe ,Benzin ,Angebot,17.03.2023,45575607,Blau ,NA,Kette 
264,Yamaha MT-07,"Yamaha MT-07 en bon état,version non bridé,moto très facile à conduire,idéal pour débutants,plaquettes de freins récemment remplacé et câble d’embrayage aussi.
",CHF 4'900.– / Verhandlungspreis,Yamaha MT-07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,NA,YAMAHA ,MT-07,38'000 km,NA,NA,Angebot,01.04.2023,45796935,NA,NA,NA
265,Yamaha mt 07,"yamaha mt 07 2018 a vendre moto ideal pour les dames la moto a été rabaissé de 3 cm environ, pièces d origine disponible bulle neuve disponible également jamais mise sur la moto. la moto a 33.8 kw bridée, possibilité  de la mettre en full. 
",CHF 7'200.– / Verhandlungspreis,Yamaha mt 07,Gegenstand ,Neuwertig ,750 Ccm,2018 ,YAMAHA ,mt 07,4'614 km,Schaltgetriebe ,Benzin ,Angebot,29.03.2023,44764012,Schwarz ,NA,NA
266,YAMAHA MT-07,"Avec Kit de protections  Propriétés véhicule:  Expertisée  Leasing possible",CHF 7'000.–,YAMAHA MT-07,NA,NA,NA,2021 ,YAMAHA ,MT-07,7'150 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,45154566,Grau ,,Hinterradantrieb 
267,Yamaha MT-07 19’000 km 35Kw,"Belle Yamaha MT-07 en parfait état et parfaite pour débuter et faire le permis.
Le pneu avant est neuf et la batterie également.
N’hésitez pas à me contacter pour plus d’informations
",CHF 5'100.– / Verhandlungspreis,Yamaha MT-07 19’000 km 35Kw,Gegenstand ,Neuwertig ,750 Ccm,2017 ,YAMAHA ,MT07,19'000 km,NA,NA,Angebot,01.04.2023,46371757,Weiss ,NA,NA
268,YAMAHA MT-07 ABS (35kW),"Très belle moto en très bon état mécanique et carrosserie, 12'400 kilomètres, 35 kW, clignotants - LighTech, expertise valable jusqu'à 04.2025.  GARANTIE D'USINE 36 MOIS A PARTIR DU 04.2020  LEASING POSSIBLE  LIVRAISON POSSIBLE  Le véhicule est prêt à rouler, visible à Yverdon-les-Bains.  natel: 079 714 21 93  an 2020, 12’400 kilomètres, 35kW, occasion!!!  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit disponible",CHF 6'900.–,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2020 ,YAMAHA ,MT-07 ABS (35kW),12'400 km,Schaltgetriebe ,Benzin ,Angebot,23.12.2022,46192427,Schwarz ,,Hinterradantrieb 
269,Yamaha MT07 2020 7500km ,"Bridée a 35kw, possible de la débridée a 54 kw, échappement Zard, leviers et poignées rizoma, clignotants Kellermann, cadre de plaque court, reposes pied rizoma, bouchon d'huile rizoma, rétroviseurs au poignées, selle haute confortables, tout est homologué, protection radiateur, moto très soigné service à jour, pneus neuf. moto en parfaites état.
",CHF 9'400.–,Yamaha MT07 2020 7500km ,Gegenstand ,Neuwertig ,750 Ccm,2020 ,YAMAHA ,MT07,7'500 km,Schaltgetriebe ,Benzin ,Angebot,27.03.2023,43341871,Blau ,,Kette 
270,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible  35 kW Kit disponible",CHF 8'540.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,21.08.2022,44623368,Grau ,,Hinterradantrieb 
271,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 8'190.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,6 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,44524966,Grau ,,Hinterradantrieb 
272,yamaha mt 07,"bonjour je vends ma mt 07 avec kit carrosserie echappement akrapovic coup vent petit rétro sans la valise en bonne état bride en 35kw mais j'ai la bride pour mettre en full dernière expertise date de 2021. ps arrêté de me proposer 3000fr 3300 ou votre dernier prix je ne suis vraiment pas pressé de la vendre donc ne perdez pas votre temps avec des propositions ps. je ne la réserve plus car les acheteurs fantôme j'ai pas besoin 
",CHF 3'400.–,yamaha mt 07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2014 ,YAMAHA ,mt 07,50'000 km,Schaltgetriebe ,Benzin ,Angebot,15.03.2023,44765682,Weiss ,NA,NA
273,Yamaha mt-07,"Yamaha MT-07, 1 seul proprietaire, toujours à l’abri dans garage souterrain, 1ère mise en circulation: 20.09.2019, échappement Termignoni, leviers frein et embrayage, support plaque court.
Pièces d’origine fournies. Kilomètres évolutifs
",CHF 5'500.– / Verhandlungspreis,Yamaha mt-07,Gegenstand ,Neuwertig ,750 Ccm,2019 ,YAMAHA ,MT-07,18'500 km,NA,NA,Angebot,25.03.2023,44577506,NA,NA,NA
274,YAMAHA MT-07,"Support de plaque   Propriétés véhicule:  Expertisée",CHF 8'500.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1'850 km,Schaltgetriebe ,Benzin ,Angebot,05.08.2022,44430881,Schwarz ,,Hinterradantrieb 
275,YAMAHA MT-07,"Avec:  Kit de protections  Service 1'000Km fait  à l'état de neuf  Propriétés véhicule:  Expertisée",CHF 7'150.–,YAMAHA MT-07,NA,NA,NA,2021 ,YAMAHA ,MT-07,2'750 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,44685970,Blau ,,Hinterradantrieb 
276,YAMAHA MT-07 ABS (35kW),"avec pot Ixil et kit protection de chutes  Expertisée du jour  avec pot Ixil et kit protection de chutes  Propriétés véhicule:  Expertisée  35 kW Kit possible  35 kW Kit disponible",CHF 6'900.–,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2020 ,YAMAHA ,MT-07 ABS (35kW),4'200 km,Schaltgetriebe ,Benzin ,Angebot,05.01.2023,45730518,Blau ,,Hinterradantrieb 
277,Yamaha mt 07  2019,"Moto en très bon état, comme neuve, 11'000 klm, service vient d'être fait (07/10).
Pneu avant neuf, plaque courte MT et clignotants led aussi MT. Toujours dormi dans le garage.
Prix pas négociable.
Pas sérieux s'abstenir
",CHF 6'800.–,Yamaha mt 07  2019,Weiteres ,NA,750 Ccm,2019 ,YAMAHA ,Mt 07,11'000 km,NA,NA,Angebot,19.03.2023,45348382,NA,NA,NA
278,YAMAHA MT-07,"Moto neuve garantie de 4 ans.  Frais de mise en service de 250.-CHF  Equipement supplémentaire:  Pneus neufs  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,11.01.2023,44510793,Blau ,,Hinterradantrieb 
279,YAMAHA MT-07,"Moto neuve garantie de 4 ans.  Frais de mise en service de 250.-CHF  Equipement supplémentaire:  Pneus neufs  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,11.01.2023,44510761,Grau ,,Hinterradantrieb 
280,MT 07 Yamaha Akrapovic,"bichonnée et entretenue comme elle doit l'être ... débridée. pot Akrapovic Titane avec tous les papiers. tres nombreux accessoires qu'on voit sur les photos.. a saisir 
",CHF 6'000.–,MT 07 Yamaha Akrapovic,Gegenstand ,Neuwertig ,750 Ccm,2017 ,YAMAHA ,MT 07,14'000 km,Schaltgetriebe ,Benzin ,Angebot,16.03.2023,44907452,Weiss ,,NA
281,YAMAHA MT-07 ABS,"MT 07 en bonne etat, service a jour, saut de vent, possibilité de kit rabaissement et kit 35 kw  Propriétés véhicule:  35 kW Kit disponible",CHF 6'500.–,YAMAHA MT-07 ABS,NA,NA,NA,2019 ,YAMAHA ,MT-07 ABS,9'500 km,Schaltgetriebe ,Benzin ,Angebot,03.12.2022,44558949,Anthrazit ,NA,Hinterradantrieb 
282,Yamaha MT-07,"A vendre Yamaha mt-07 avec kit de rabaissement, en très bon état, toujours rangée dans un garage. 
N'hésitez pas à me contacter pour plus de renseignements.
",CHF 5'800.– / Verhandlungspreis,Yamaha MT-07,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2017 ,YAMAHA ,MT-07,2'910 km,NA,Benzin ,Angebot,08.03.2023,43394876,Blau ,NA,NA
283,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2023 ,YAMAHA ,MT-07,5 km,Schaltgetriebe ,Benzin ,Angebot,24.01.2023,43388954,Schwarz ,,Hinterradantrieb 
284,YAMAHA MT-07,"Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2023 ,YAMAHA ,MT-07,5 km,Schaltgetriebe ,Benzin ,Angebot,24.01.2023,43388952,Blau ,,Hinterradantrieb 
285,Yamaha MT-07 Moto Cage ABS,"A vendre
Moto yamaha modèle MT-07 Moto Cage ABS special edition de 2015
Débridée.
25'000 km au compteur.
Première main.
Pot d'échappement SC Project très agréable à l'oreille.
Clignotants avant et arrière à LEDs.
Services toujours effectués.
A toujours dormi dans un garage.
Contrôle technique à jour.
La moto est vendue avec les accessoires propres à cette édition spéciale (protèges-main, protège carter, notamment) ainsi que le pot d'échappement d'origine.
",CHF 4'900.– / Verhandlungspreis,Yamaha MT-07 Moto Cage ABS,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2015 ,YAMAHA ,MT-07 Moto Cage ABS,25'000 km,Schaltgetriebe ,Benzin ,Angebot,27.03.2023,44740922,NA,,Kette 
286,YAMAHA MT-07,"Propriétés véhicule:  Expertisée",CHF 8'490.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,20.01.2023,42846704,Schwarz ,,Hinterradantrieb 
287,YAMAHA MT-07 ABS 2019 - ETAT NEUF - 1800 KM,"YAMAHA MT-07 ABS en PARFAIT ETAT comme neuve. 
Mise en circulation : 07.2019
Kilométrage : 1'800
Moto de première main - Très faible kilométrage
Expertise valable jusqu'en 2024
Service des 1000 km effectué 
Support de plaque court Rizoma Clignotants LED à défilement
3 clés à disposition 
Bridage 35 kW possible actuellement en pleine puissance 55 kW
AUCUN FRAIS À PRÉVOIR 
Moto disponible immédiatement. 
Visites possibles sur rendez-vous. 
Prix de vente : 6'700 CHF
",CHF 6'700.–,YAMAHA MT-07 ABS 2019 - ETAT NEUF - 1800 KM,Gegenstand ,Neuwertig ,750 Ccm,2019 ,YAMAHA ,MT 07 ABS,1'800 km,NA,Benzin ,Angebot,31.03.2023,44875592,Grau ,,NA
288,YAMAHA MT-07 ABS (35kW),"an 2020, 11'580 km, occasion!!!  Très belle moto 33 kW en très bon état mécanique et carrosserie, 11'580 kilomètres, pot MIVV avec homologation, miroirs - Barracuda, pneus neufs, expertise valable jusqu'à 05.2025  GARANTIE D'USINE 36 MOIS A PARTIR DU 05.2020  LEASING POSSIBLE  LIVRAISON POSSIBLE  Le véhicule est prêt à rouler, visible à Yverdon-les-Bains.  natel:079 714 21 93  Equipement supplémentaire:  Pneus neufs  Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit disponible",CHF 7'100.–,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2020 ,YAMAHA ,MT-07 ABS (35kW),11'580 km,Schaltgetriebe ,Benzin ,Angebot,05.08.2022,44430687,Grau ,,Hinterradantrieb 
289,YAMAHA MT-07,"Moto en stock toutes les couleurs disponible de suite !  Agent officiel Yamaha pour la région de La Côte.  Chez GBK Motos, vous pouvez bénéficier des prestations suivantes:  - Locations de motos et scooters.  - Entretien et réparations Yamaha, Honda, Suzuki, Kawasaki, BMW, Ducati, Triumph, Piaggio et bien d'autres.  - Offre de leasing attractive, crédit bancaire & garantie universelle.  - Pneus à un prix avantageux.  - Prêt d'un véhicule lors de la réparation sur demande!  - Reprise de votre véhicule.  - Banc de puissance, réglages boîtier, flashage boîtier, pack racing, passage au banc  - Centre officiel de suspensions Öhlins  - Boutique d’équipements pour motards(es) ainsi qu’une gamme d’accessoires afin de personnaliser votre moto.  Vous trouverez l’ensemble de nos véhicules exposés sur le site de GBK Motos à Gland le long de la Route Suisse en face de Schilliger, à l'adresse Rue Riant-Coteau 17 à Gland.  Nous vous prions de bien vouloir nous contacter avant votre visite afin que nous puissions nous assurer que le véhicule qui vous intéresse soit bien sur place.  Pour plus d'informations, n’hésitez pas à nous contacter au n° téléphone suivant: 022 364 63 63 ou venez visiter notre site internet: www.gbkmotos.ch  Modèle 2022 disponible * À voir et essayer chez GBK Motos à Gland * Demandez-nous une offre sur mesure.   Propriétés véhicule:  Expertisée  Leasing possible  35 kW Kit possible",CHF 8'490.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,31.01.2023,42322484,Schwarz ,,Hinterradantrieb 
290,YAMAHA MT-07,"-Conception de la prochaine génération  -Eclairage par phare à LED  -Moteur CP2, 2 cylindres de 690 cm³ conforme à la norme EU5  -Des freins à disque avant plus grands pour une meilleure puissance de freinage  -Position de pilotage affirmée  -Compteur LCD inversé  -Clignotants LED  -Des pneus de dernière génération  -Coloris, graphismes et finition  MT-07 Pure 2023 !   Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",CHF 7'990.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,19.03.2023,42336613,Schwarz ,,Hinterradantrieb 
291,YAMAHA MT-07,"-Conception de la prochaine génération  -Eclairage par phare à LED  -Moteur CP2, 2 cylindres de 690 cm³ conforme à la norme EU5  -Des freins à disque avant plus grands pour une meilleure puissance de freinage  -Position de pilotage affirmée  -Compteur LCD inversé  -Clignotants LED  -Des pneus de dernière génération  -Coloris, graphismes et finition  New MT-07 2022 !!!  Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",CHF 7'700.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,14.12.2022,42284234,Grau ,,Hinterradantrieb 
292,YAMAHA MT-07,"-Conception de la prochaine génération  -Eclairage par phare à LED  -Moteur CP2, 2 cylindres de 690 cm³ conforme à la norme EU5  -Des freins à disque avant plus grands pour une meilleure puissance de freinage  -Position de pilotage affirmée  -Compteur LCD inversé  -Clignotants LED  -Des pneus de dernière génération  -Coloris, graphismes et finition  New MT-07 2022 !!!  Propriétés véhicule:  Expertisée  Leasing possible  L'echange est possible  35 kW Kit possible",CHF 7'700.–,YAMAHA MT-07,NA,NA,NA,2022 ,YAMAHA ,MT-07,1 km,Schaltgetriebe ,Benzin ,Angebot,14.12.2022,42284223,Blau ,,Hinterradantrieb 
293,Yamaha mt-07 35kw,"Yamaha mt-07 de 2017 bridée à 35 kw mais livrée avec la bride de débridage. Rétroviseurs et clignotants leds neufs ainsi que les poignées et leviers de frein et d’embrayage badgés mt-07. Pneu avant et arrière neufs. Services à jour.
",CHF 6'000.–,Yamaha mt-07 35kw,Gegenstand ,Geringe Gebrauchsspuren ,750 Ccm,2017 ,YAMAHA ,Mt-07,23'000 km,Schaltgetriebe ,Benzin ,Angebot,14.03.2023,42598516,Weiss ,NA,Kette 
294,YAMAHA MT-07 ABS (35kW),"expertise du jour, 2 pneus neufs",CHF 6'300.–,YAMAHA MT-07 ABS (35kW),NA,NA,NA,2015 ,YAMAHA ,MT-07 ABS (35kW),16'715 km,Schaltgetriebe ,Benzin ,Angebot,23.03.2022,42716193,Grau ,NA,Hinterradantrieb 
295,Location moto Yamaha MT07,Location Yamaha MT07 ABS 55Kw 700cc de 2017.  Tarif 100.-chf jour inclus 100 km  Moto idéale pour passer le permis ou pour débutant.,CHF 100.–,Location moto Yamaha MT07,Dienstleistung ,NA,750 Ccm,2017 ,YAMAHA ,MT 07 ABS,NA,Schaltgetriebe ,NA,Angebot,24.03.2023,18344149,NA,NA,NA
